0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
102.0,-22.775990730151534,-2.853543666191399,-28.10908806696534,-3.863316654227674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.3648932,0.0
102.0,-28.15770676638931,2.696467868052423,-19.840169264934957,-2.0831242753192782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.3648932,0.0
103.0,-43.36040008626878,-2.3972758715972304,-21.003278151154518,-3.018099264241755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.365316,0.0
103.0,13.022331645712256,-5.63976913318038,-19.013651374727488,-6.398968824185431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.365316,0.0
104.0,-24.61228160839528,2.0307656759396195,0.4263485949486494,1.731573679484427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.377714,0.0
104.0,-25.435059598647058,0.38520969543606043,10.221146578900516,0.29171219654381275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.377714,0.0
105.0,-27.226471677422523,0.06357829924672842,11.215959967114031,-5.419115035794675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.3934028,0.0
105.0,-27.450865674763918,-0.11219699867069721,11.907841458916664,-3.264932661317289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.3934028,0.0
106.0,-18.1198152853176,-0.7405001912266016,13.68055403791368,-1.084570987150073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.3940954,0.0
106.0,-38.77902264054865,-1.166848786175251,5.568711034022272,1.649295880459249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.3940954,0.0
107.0,-34.65017308946699,1.9858868764713407,3.8932358538731933,-0.643262792378664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4077191,0.0
107.0,-32.58574831392616,-2.0382454758509994,-3.373389760032296,-3.8857560539618134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4077191,0.0
108.0,-32.91485951002687,-0.643262792378664,-4.03535205218941,-2.0307656759396195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4233484,0.0
108.0,-26.63182758446783,-1.6343362806364894,4.704794144257903,-4.9291881415992975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4233484,0.0
109.0,-40.56295491941273,0.8152981903403997,-0.23935359716415405,-3.709980756044388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4240716,0.0
109.0,-18.05623698607087,-0.8003385905176401,6.43262792378664,0.6694420920684934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4240716,0.0
110.0,-32.342654816806316,-2.6029703691601753,5.24707963783294,-1.3052250845357776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4376965,0.0
110.0,-54.37066555581987,-4.450480947270989,3.6912812562659383,-3.332250860519707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4376965,0.0
111.0,-31.43385912757367,-2.180361674167216,5.3742362363263965,0.321631396189332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4533584,0.0
111.0,-84.88076939433813,0.6096036927774549,2.730126967653632,-4.82447094283998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4533584,0.0
112.0,-63.24544815067202,2.2402000734582543,-0.845217389985919,2.131742974743247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4540873,0.0
112.0,-8.773805296048522,2.247679873369634,27.873474369756877,-4.6075567454099655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4540873,0.0
113.0,-4.095190451480448,1.2416467852890491,-8.268918802030385,-1.5819776812568307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4676683,0.0
113.0,-19.533497468568385,-0.6133435927331448,-11.874182359315455,-5.763185831718147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4676683,0.0
114.0,3.908195453695953,0.06731819920241833,13.729172737337649,-1.3987225834280252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4833908,0.0
114.0,-24.90773370489478,1.0658714873716235,11.313197365961969,1.0135128879919648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4833908,0.0
115.0,-20.490911857225,-2.0681646754965186,-5.321877636946738,0.044878799468278885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4840903,0.0
115.0,-40.33482102211565,-2.6029703691601753,-4.854390142485499,-4.884309342131019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.4840903,0.0
116.0,-58.44715650752187,1.2977452846243978,3.2911119610071182,-0.6582223922014236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.497672,0.0
116.0,-29.227318153716624,-2.692727968096733,-0.8564370898529887,-1.0621315874159336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.497672,0.0
117.0,-26.343855287879705,3.0330588640645146,2.8311042664572597,-2.0270257759839296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.5133655,0.0
117.0,-37.234443958848715,2.1130434749647975,29.930419345386326,-2.255159673281014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.5133655,0.0
118.0,-23.464132321998477,0.29919199645519257,28.426979563198984,-0.39642939530313015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751332381.5141516,0.0
